gene_id	gene_name	class	Huisinga_class
YLR335W	NUP2	TFIID	TFIID-dominated
YNL243W	SLA2	TFIID	TFIID-dominated
YOR195W	SLK19	TFIID	TFIID-dominated
YBR198C	TAF5	TFIID	TFIID-dominated
YJL144W	YJL144W	CR	SAGA-dominated
YNL267W	PIK1	TFIID	TFIID-dominated
YPR086W	SUA7	TFIID	TFIID-dominated
YLL011W	SOF1	TFIID	TFIID-dominated
YPR167C	MET16	TFIID	TFIID-dominated
YLR083C	EMP70	TFIID	TFIID-dominated
YNL169C	PSD1	CR	TFIID-dominated
YPL129W	TAF14	TFIID	TFIID-dominated
YGR089W	NNF2	TFIID	TFIID-dominated
YOR281C	PLP2	TFIID	TFIID-dominated
YOL061W	PRS5	TFIID	TFIID-dominated
YGR026W	YGR026W	TFIID	TFIID-dominated
YMR197C	VTI1	TFIID	TFIID-dominated
YGR061C	ADE6	TFIID	TFIID-dominated
YOR061W	CKA2	TFIID	TFIID-dominated
YML018C	YML018C	TFIID	TFIID-dominated
YNR061C	YNR061C	TFIID	TFIID-dominated
YLR436C	ECM30	TFIID	TFIID-dominated
YDR186C	YDR186C	TFIID	TFIID-dominated
YNL059C	ARP5	TFIID	TFIID-dominated
YGL115W	SNF4	TFIID	TFIID-dominated
YCL035C	GRX1	TFIID	SAGA-dominated
YNL103W	MET4	TFIID	TFIID-dominated
YBR247C	ENP1	TFIID	TFIID-dominated
YDL224C	WHI4	TFIID	TFIID-dominated
YPL009C	RQC2	TFIID	TFIID-dominated
YNL032W	SIW14	TFIID	TFIID-dominated
YDR101C	ARX1	TFIID	TFIID-dominated
YER019C-A	SBH2	TFIID	TFIID-dominated
YLR384C	IKI3	TFIID	TFIID-dominated
YJR005W	APL1	TFIID	TFIID-dominated
YOR147W	MDM32	TFIID	TFIID-dominated
YPR113W	PIS1	CR	TFIID-dominated
YAR002C-A	ERP1	TFIID	no call
YIL052C	RPL34B	TFIID	TFIID-dominated
YOR098C	NUP1	TFIID	TFIID-dominated
YGL080W	MPC1	TFIID	TFIID-dominated
YHL001W	RPL14B	TFIID	TFIID-dominated
YLL010C	PSR1	TFIID	TFIID-dominated
YER048C	CAJ1	TFIID	TFIID-dominated
YDR257C	RKM4	TFIID	TFIID-dominated
YGR078C	PAC10	TFIID	TFIID-dominated
YHR108W	GGA2	TFIID	TFIID-dominated
YCR077C	PAT1	TFIID	TFIID-dominated
YEL063C	CAN1	TFIID	SAGA-dominated
YML004C	GLO1	TFIID	SAGA-dominated
YPR163C	TIF3	TFIID	TFIID-dominated
YGR134W	CAF130	TFIID	TFIID-dominated
YJR060W	CBF1	TFIID	TFIID-dominated
YBL039C	URA7	TFIID	TFIID-dominated
YBR181C	RPS6B	TFIID	TFIID-dominated
YNL155W	CUZ1	TFIID	TFIID-dominated
YHL003C	LAG1	TFIID	TFIID-dominated
YIL021W	RPB3	TFIID	TFIID-dominated
YFR039C	OSW7	TFIID	TFIID-dominated
YKL088W	CAB3	TFIID	TFIID-dominated
YDL058W	USO1	TFIID	TFIID-dominated
YJL154C	VPS35	TFIID	TFIID-dominated
YGR186W	TFG1	TFIID	TFIID-dominated
YJL041W	NSP1	TFIID	TFIID-dominated
YKR082W	NUP133	TFIID	TFIID-dominated
YDR176W	NGG1	TFIID	TFIID-dominated
YCR008W	SAT4	TFIID	TFIID-dominated
YOR327C	SNC2	TFIID	TFIID-dominated
YCR106W	RDS1	TFIID	TFIID-dominated
YMR054W	STV1	TFIID	TFIID-dominated
YOR342C	YOR342C	TFIID	SAGA-dominated
YLR190W	MMR1	TFIID	TFIID-dominated
YHR065C	RRP3	TFIID	TFIID-dominated
YAR002W	NUP60	TFIID	TFIID-dominated
YLR008C	PAM18	TFIID	TFIID-dominated
YJL171C	YJL171C	CR	SAGA-dominated
YDR351W	SBE2	TFIID	TFIID-dominated
YPL228W	CET1	TFIID	TFIID-dominated
YGR145W	ENP2	TFIID	TFIID-dominated
YMR062C	ARG7	TFIID	TFIID-dominated
YDR003W	RCR2	TFIID	TFIID-dominated
YDR519W	FPR2	TFIID	TFIID-dominated
YHR099W	TRA1	TFIID	TFIID-dominated
YKL065C	YET1	TFIID	TFIID-dominated
YKL094W	YJU3	TFIID	TFIID-dominated
YGR033C	TIM21	TFIID	TFIID-dominated
YMR100W	MUB1	TFIID	TFIID-dominated
YHR199C	AIM46	CR	TFIID-dominated
YKL020C	SPT23	TFIID	TFIID-dominated
YIL022W	TIM44	TFIID	TFIID-dominated
YJL143W	TIM17	TFIID	TFIID-dominated
YLR409C	UTP21	TFIID	TFIID-dominated
YJL117W	PHO86	TFIID	TFIID-dominated
YPL094C	SEC62	TFIID	TFIID-dominated
YGL014W	PUF4	TFIID	TFIID-dominated
YHR111W	UBA4	TFIID	TFIID-dominated
YGR040W	KSS1	CR	TFIID-dominated
YIL115C	NUP159	TFIID	TFIID-dominated
YPL013C	MRPS16	TFIID	TFIID-dominated
YJL050W	MTR4	TFIID	TFIID-dominated
YLR395C	COX8	TFIID	TFIID-dominated
YJL145W	SFH5	TFIID	TFIID-dominated
YLR056W	ERG3	CR	SAGA-dominated
YJR016C	ILV3	CR	TFIID-dominated
YNL149C	PGA2	TFIID	TFIID-dominated
YGR198W	YPP1	TFIID	TFIID-dominated
YLR295C	ATP14	TFIID	TFIID-dominated
YOR207C	RET1	TFIID	TFIID-dominated
YJL212C	OPT1	CR	TFIID-dominated
YPL259C	APM1	TFIID	TFIID-dominated
YDR083W	RRP8	TFIID	TFIID-dominated
YLR058C	SHM2	TFIID	SAGA-dominated
YKL205W	LOS1	TFIID	TFIID-dominated
YLR398C	SKI2	TFIID	TFIID-dominated
YPR159W	KRE6	TFIID	TFIID-dominated
YLR359W	ADE13	TFIID	SAGA-dominated
YLR344W	RPL26A	TFIID	TFIID-dominated
YJR046W	TAH11	TFIID	TFIID-dominated
YCR057C	PWP2	TFIID	TFIID-dominated
YGL150C	INO80	TFIID	TFIID-dominated
YBL036C	YBL036C	TFIID	TFIID-dominated
YMR243C	ZRC1	TFIID	TFIID-dominated
YHR103W	SBE22	TFIID	TFIID-dominated
YIL070C	MAM33	TFIID	TFIID-dominated
YDR452W	PPN1	TFIID	TFIID-dominated
YDL047W	SIT4	TFIID	TFIID-dominated
YDL040C	NAT1	TFIID	TFIID-dominated
YMR089C	YTA12	TFIID	TFIID-dominated
YDR055W	PST1	CR	SAGA-dominated
YOL006C	TOP1	TFIID	TFIID-dominated
YGR193C	PDX1	TFIID	TFIID-dominated
YBR059C	AKL1	TFIID	TFIID-dominated
YNR043W	MVD1	TFIID	TFIID-dominated
YJR010W	MET3	TFIID	TFIID-dominated
YPL028W	ERG10	TFIID	TFIID-dominated
YJR041C	URB2	TFIID	TFIID-dominated
YDR385W	EFT2	TFIID	TFIID-dominated
YOR304W	ISW2	TFIID	TFIID-dominated
YDR045C	RPC11	TFIID	TFIID-dominated
YOR216C	RUD3	TFIID	TFIID-dominated
YDR472W	TRS31	TFIID	TFIID-dominated
YJL004C	SYS1	TFIID	TFIID-dominated
YDR463W	STP1	TFIID	TFIID-dominated
YDL111C	RRP42	TFIID	TFIID-dominated
YKL068W	NUP100	TFIID	TFIID-dominated
YGR178C	PBP1	TFIID	TFIID-dominated
YPL137C	GIP3	TFIID	TFIID-dominated
YOR222W	ODC2	CR	TFIID-dominated
YGR060W	ERG25	CR	SAGA-dominated
YOR107W	RGS2	CR	SAGA-dominated
YAR014C	BUD14	TFIID	TFIID-dominated
YDR320C-A	DAD4	TFIID	
YFR037C	RSC8	TFIID	TFIID-dominated
YBR088C	POL30	CR	SAGA-dominated
YHR206W	SKN7	TFIID	TFIID-dominated
YDR068W	DOS2	TFIID	TFIID-dominated
YCL059C	KRR1	TFIID	TFIID-dominated
YOR305W	RRG7	TFIID	TFIID-dominated
YJL128C	PBS2	TFIID	TFIID-dominated
YHR148W	IMP3	TFIID	TFIID-dominated
YAL007C	ERP2	TFIID	TFIID-dominated
YGL184C	STR3	CR	SAGA-dominated
YHR104W	GRE3	CR	TFIID-dominated
YLR418C	CDC73	TFIID	TFIID-dominated
YNL258C	DSL1	TFIID	TFIID-dominated
YPR089W	YPR089W	TFIID	TFIID-dominated
YLL013C	PUF3	TFIID	TFIID-dominated
YOL051W	GAL11	TFIID	TFIID-dominated
YMR047C	NUP116	TFIID	TFIID-dominated
YDR298C	ATP5	TFIID	TFIID-dominated
YOL098C	YOL098C	TFIID	TFIID-dominated
YAL041W	CDC24	TFIID	TFIID-dominated
YOR243C	PUS7	TFIID	TFIID-dominated
YGR195W	SKI6	TFIID	TFIID-dominated
YHL007C	STE20	TFIID	TFIID-dominated
YLR248W	RCK2	TFIID	TFIID-dominated
YKL101W	HSL1	CR	TFIID-dominated
YOL126C	MDH2	CR	SAGA-dominated
YBR256C	RIB5	CR	TFIID-dominated
YGR280C	PXR1	TFIID	TFIID-dominated
YFL008W	SMC1	TFIID	SAGA-dominated
YBL026W	LSM2	TFIID	no call
YPL271W	ATP15	TFIID	TFIID-dominated
YLR314C	CDC3	TFIID	TFIID-dominated
YOL119C	MCH4	CR	SAGA-dominated
YMR319C	FET4	CR	TFIID-dominated
YLR224W	YLR224W	TFIID	TFIID-dominated
YNL138W	SRV2	TFIID	TFIID-dominated
YLR410W	VIP1	TFIID	TFIID-dominated
YDR227W	SIR4	TFIID	TFIID-dominated
YGL101W	YGL101W	TFIID	TFIID-dominated
YBR249C	ARO4	CR	SAGA/TFIID
YNR067C	DSE4	CR	SAGA-dominated
YNL001W	DOM34	TFIID	TFIID-dominated
YDR006C	SOK1	TFIID	TFIID-dominated
YBR287W	YBR287W	TFIID	SAGA-dominated
YNL004W	HRB1	TFIID	TFIID-dominated
YKL190W	CNB1	TFIID	TFIID-dominated
YOR162C	YRR1	TFIID	TFIID-dominated
YOR212W	STE4	TFIID	TFIID-dominated
YGR191W	HIP1	TFIID	TFIID-dominated
YER008C	SEC3	TFIID	TFIID-dominated
YKL058W	TOA2	TFIID	TFIID-dominated
YGL246C	RAI1	TFIID	TFIID-dominated
YNL132W	KRE33	TFIID	TFIID-dominated
YOR244W	ESA1	TFIID	TFIID-dominated
YDR507C	GIN4	TFIID	SAGA-dominated
YKL061W	BLI1	TFIID	TFIID-dominated
YJR003C	YJR003C	CR	TFIID-dominated
YNL263C	YIF1	TFIID	TFIID-dominated
YNL192W	CHS1	CR	SAGA-dominated
YJL036W	SNX4	TFIID	TFIID-dominated
YOL012C	HTZ1	TFIID	TFIID-dominated
YNL297C	MON2	TFIID	TFIID-dominated
YDL063C	SYO1	TFIID	TFIID-dominated
YBR036C	CSG2	TFIID	TFIID-dominated
YMR044W	IOC4	TFIID	TFIID-dominated
YDR500C	RPL37B	TFIID	TFIID-dominated
YOR354C	MSC6	TFIID	TFIID-dominated
YKL004W	AUR1	TFIID	TFIID-dominated
YPL011C	TAF3	TFIID	TFIID-dominated
YJL010C	NOP9	TFIID	TFIID-dominated
YDL212W	SHR3	TFIID	TFIID-dominated
YNL135C	FPR1	CR	TFIID-dominated
YNL130C	CPT1	CR	TFIID-dominated
YOL021C	DIS3	TFIID	TFIID-dominated
YGL108C	YGL108C	TFIID	TFIID-dominated
YDR169C	STB3	TFIID	TFIID-dominated
YNL313C	EMW1	TFIID	TFIID-dominated
YCR034W	ELO2	TFIID	TFIID-dominated
YML001W	YPT7	TFIID	
YDL171C	GLT1	TFIID	TFIID-dominated
YLR003C	CMS1	TFIID	TFIID-dominated
YER063W	THO1	TFIID	TFIID-dominated
YKR063C	LAS1	TFIID	TFIID-dominated
YDL072C	YET3	TFIID	TFIID-dominated
YKL176C	LST4	TFIID	TFIID-dominated
YIR033W	MGA2	TFIID	TFIID-dominated
YKL185W	ASH1	CR	SAGA-dominated
YKL044W	YKL044W	CR	SAGA-dominated
YDR005C	MAF1	TFIID	TFIID-dominated
YNL191W	DUG3	TFIID	TFIID-dominated
YNR019W	ARE2	CR	TFIID-dominated
YBL064C	PRX1	CR	SAGA-dominated
YNL041C	COG6	TFIID	TFIID-dominated
YKL143W	LTV1	TFIID	TFIID-dominated
YLR071C	RGR1	TFIID	TFIID-dominated
YLR026C	SED5	TFIID	TFIID-dominated
YNL272C	SEC2	TFIID	TFIID-dominated
YOR227W	HER1	CR	TFIID-dominated
YOR285W	RDL1	TFIID	TFIID-dominated
YKL087C	CYT2	TFIID	TFIID-dominated
YBR122C	MRPL36	TFIID	TFIID-dominated
YJR042W	NUP85	TFIID	no call
YCR003W	MRPL32	TFIID	TFIID-dominated
YLR028C	ADE16	TFIID	TFIID-dominated
YJL104W	PAM16	TFIID	TFIID-dominated
YDL226C	GCS1	TFIID	TFIID-dominated
YOR372C	NDD1	TFIID	TFIID-dominated
YOL020W	TAT2	TFIID	TFIID-dominated
YDR210W	YDR210W	CR	TFIID-dominated
YGR183C	QCR9	TFIID	TFIID-dominated
YDR262W	YDR262W	TFIID	TFIID-dominated
YML086C	ALO1	TFIID	TFIID-dominated
YIL041W	GVP36	TFIID	TFIID-dominated
YGR245C	SDA1	TFIID	TFIID-dominated
YNR038W	DBP6	TFIID	TFIID-dominated
YER022W	SRB4	TFIID	TFIID-dominated
YDL035C	GPR1	TFIID	no call
YJR125C	ENT3	TFIID	TFIID-dominated
YCL030C	HIS4	CR	SAGA-dominated
YLL021W	SPA2	TFIID	TFIID-dominated
YOR159C	SME1	TFIID	TFIID-dominated
YPL059W	GRX5	TFIID	TFIID-dominated
YLR052W	IES3	TFIID	TFIID-dominated
YGL106W	MLC1	TFIID	TFIID-dominated
YDR527W	RBA50	TFIID	TFIID-dominated
YIL112W	HOS4	TFIID	TFIID-dominated
YOR375C	GDH1	CR	TFIID-dominated
YOR165W	SEY1	TFIID	TFIID-dominated
YFL013C	IES1	TFIID	TFIID-dominated
YKL033W-A	YKL033W-A	TFIID	
YNL221C	POP1	TFIID	TFIID-dominated
YEL003W	GIM4	TFIID	TFIID-dominated
YOR142W	LSC1	CR	TFIID-dominated
YBR126C	TPS1	CR	SAGA-dominated
YNR031C	SSK2	TFIID	TFIID-dominated
YMR001C-A	YMR001C-A	CR	
YMR291W	TDA1	CR	SAGA-dominated
YMR093W	UTP15	TFIID	TFIID-dominated
YJL192C	SOP4	TFIID	TFIID-dominated
YMR212C	EFR3	TFIID	TFIID-dominated
YPR097W	YPR097W	TFIID	TFIID-dominated
YNL268W	LYP1	TFIID	TFIID-dominated
YLR336C	SGD1	TFIID	TFIID-dominated
YGL233W	SEC15	TFIID	TFIID-dominated
YGR207C	CIR1	TFIID	TFIID-dominated
YNL010W	YNL010W	TFIID	TFIID-dominated
YGR184C	UBR1	TFIID	TFIID-dominated
YPL195W	APL5	TFIID	TFIID-dominated
YDR378C	LSM6	TFIID	TFIID-dominated
YBR253W	SRB6	TFIID	TFIID-dominated
YIL056W	VHR1	CR	TFIID-dominated
YOR085W	OST3	TFIID	TFIID-dominated
YHR026W	VMA16	TFIID	TFIID-dominated
YDL112W	TRM3	TFIID	TFIID-dominated
YLR357W	RSC2	TFIID	TFIID-dominated
YDL198C	GGC1	CR	SAGA-dominated
YPR105C	COG4	TFIID	TFIID-dominated
YBR054W	YRO2	CR	SAGA-dominated
YOR311C	DGK1	TFIID	TFIID-dominated
YHR006W	STP2	TFIID	TFIID-dominated
YKR100C	SKG1	TFIID	TFIID-dominated
YGL013C	PDR1	TFIID	TFIID-dominated
YPL053C	KTR6	TFIID	TFIID-dominated
YJR134C	SGM1	TFIID	TFIID-dominated
YOR241W	MET7	TFIID	TFIID-dominated
YLL034C	RIX7	TFIID	TFIID-dominated
YGL038C	OCH1	CR	TFIID-dominated
YKL204W	EAP1	TFIID	TFIID-dominated
YDR146C	SWI5	TFIID	TFIID-dominated
YKR031C	SPO14	TFIID	TFIID-dominated
YPR125W	YLH47	TFIID	no call
YKR061W	KTR2	CR	SAGA-dominated
YMR255W	GFD1	TFIID	TFIID-dominated
YNL236W	SIN4	TFIID	TFIID-dominated
YOR191W	ULS1	TFIID	TFIID-dominated
YIL030C	SSM4	TFIID	TFIID-dominated
YBR179C	FZO1	TFIID	TFIID-dominated
YDR034C	LYS14	TFIID	TFIID-dominated
YDR219C	MFB1	TFIID	TFIID-dominated
YOR103C	OST2	TFIID	TFIID-dominated
YNL006W	LST8	TFIID	TFIID-dominated
YDR333C	RQC1	TFIID	TFIID-dominated
YDR027C	VPS54	TFIID	TFIID-dominated
YKR093W	PTR2	CR	SAGA-dominated
YHR020W	YHR020W	TFIID	TFIID-dominated
YJL098W	SAP185	TFIID	TFIID-dominated
YNL239W	LAP3	CR	TFIID-dominated
YEL061C	CIN8	TFIID	TFIID-dominated
YGL140C	YGL140C	TFIID	TFIID-dominated
YPR070W	MED1	TFIID	TFIID-dominated
YBL007C	SLA1	TFIID	TFIID-dominated
YNR068C	YNR068C	TFIID	TFIID-dominated
YBR142W	MAK5	TFIID	TFIID-dominated
YLR113W	HOG1	CR	TFIID-dominated
YER129W	SAK1	TFIID	TFIID-dominated
YNL252C	MRPL17	TFIID	TFIID-dominated
YER127W	LCP5	TFIID	TFIID-dominated
YDR087C	RRP1	TFIID	TFIID-dominated
YMR140W	SIP5	TFIID	TFIID-dominated
YDR515W	SLF1	TFIID	TFIID-dominated
YGR158C	MTR3	TFIID	TFIID-dominated
YOR376W-A	YOR376W-A	TFIID	
YMR256C	COX7	TFIID	TFIID-dominated
YER092W	IES5	TFIID	TFIID-dominated
YHR201C	PPX1	TFIID	TFIID-dominated
YJL176C	SWI3	TFIID	TFIID-dominated
YFL036W	RPO41	TFIID	TFIID-dominated
YDR468C	TLG1	TFIID	TFIID-dominated
YDL003W	MCD1	CR	SAGA-dominated
YLR019W	PSR2	TFIID	TFIID-dominated
YDR407C	TRS120	TFIID	TFIID-dominated
YFL048C	EMP47	TFIID	TFIID-dominated
YLR181C	VTA1	TFIID	TFIID-dominated
YOR157C	PUP1	TFIID	TFIID-dominated
YGR200C	ELP2	TFIID	TFIID-dominated
YOR021C	SFM1	TFIID	TFIID-dominated
YDR328C	SKP1	TFIID	TFIID-dominated
YMR153W	NUP53	TFIID	TFIID-dominated
YER082C	UTP7	TFIID	TFIID-dominated
YJL196C	ELO1	CR	TFIID-dominated
YJL183W	MNN11	TFIID	TFIID-dominated
YDR081C	PDC2	TFIID	TFIID-dominated
YER166W	DNF1	TFIID	TFIID-dominated
YBR140C	IRA1	TFIID	TFIID-dominated
YJR091C	JSN1	TFIID	TFIID-dominated
YLR084C	RAX2	CR	TFIID-dominated
YJR092W	BUD4	TFIID	TFIID-dominated
YDR326C	YSP2	TFIID	TFIID-dominated
YBL085W	BOI1	TFIID	no call
YHR049W	FSH1	CR	TFIID-dominated
YNR022C	MRPL50	TFIID	TFIID-dominated
YLR182W	SWI6	TFIID	TFIID-dominated
YKR092C	SRP40	TFIID	TFIID-dominated
YIL094C	LYS12	TFIID	TFIID-dominated
YGL151W	NUT1	TFIID	TFIID-dominated
YGR072W	UPF3	TFIID	TFIID-dominated
YOR283W	YOR283W	TFIID	TFIID-dominated
YDR150W	NUM1	TFIID	TFIID-dominated
YHL002W	HSE1	TFIID	SAGA-dominated
YBR149W	ARA1	CR	SAGA-dominated
YGL090W	LIF1	TFIID	TFIID-dominated
YNL216W	RAP1	TFIID	TFIID-dominated
YLR023C	IZH3	TFIID	SAGA-dominated
YBL050W	SEC17	TFIID	TFIID-dominated
YKL154W	SRP102	TFIID	TFIID-dominated
YDL073W	YDL073W	TFIID	TFIID-dominated
YPL184C	MRN1	TFIID	TFIID-dominated
YIL091C	UTP25	TFIID	TFIID-dominated
YKL192C	ACP1	TFIID	TFIID-dominated
YJL207C	LAA1	TFIID	TFIID-dominated
YLR371W	ROM2	TFIID	TFIID-dominated
YKL213C	DOA1	TFIID	TFIID-dominated
YNL156C	NSG2	TFIID	TFIID-dominated
YDR390C	UBA2	TFIID	TFIID-dominated
YPR008W	HAA1	TFIID	TFIID-dominated
YNL039W	BDP1	TFIID	TFIID-dominated
YEL001C	IRC22	TFIID	TFIID-dominated
YDL085C-A	YDL085C-A	TFIID	
YDR334W	SWR1	TFIID	TFIID-dominated
YLR133W	CKI1	TFIID	TFIID-dominated
YMR129W	POM152	TFIID	TFIID-dominated
YJL069C	UTP18	TFIID	TFIID-dominated
YOR323C	PRO2	TFIID	TFIID-dominated
YLR370C	ARC18	TFIID	TFIID-dominated
YMR305C	SCW10	CR	SAGA-dominated
YML031W	NDC1	TFIID	TFIID-dominated
YJR086W	STE18	TFIID	TFIID-dominated
YCR042C	TAF2	TFIID	TFIID-dominated
YGL091C	NBP35	TFIID	TFIID-dominated
YBR165W	UBS1	TFIID	TFIID-dominated
YJL082W	IML2	CR	SAGA-dominated
YER007C-A	TMA20	TFIID	TFIID-dominated
YPR100W	MRPL51	TFIID	TFIID-dominated
YNL219C	ALG9	TFIID	TFIID-dominated
YOR145C	PNO1	TFIID	TFIID-dominated
YOR048C	RAT1	TFIID	TFIID-dominated
YKR067W	GPT2	TFIID	SAGA-dominated
YDR166C	SEC5	TFIID	TFIID-dominated
YDR337W	MRPS28	TFIID	TFIID-dominated
YHR021C	RPS27B	TFIID	TFIID-dominated
YNL167C	SKO1	TFIID	TFIID-dominated
YEL007W	MIT1	CR	TFIID-dominated
YAL019W	FUN30	TFIID	TFIID-dominated
YOR124C	UBP2	TFIID	TFIID-dominated
YER176W	ECM32	TFIID	TFIID-dominated
YMR149W	SWP1	TFIID	TFIID-dominated
YMR064W	AEP1	TFIID	TFIID-dominated
YNL232W	CSL4	TFIID	TFIID-dominated
YOR004W	UTP23	TFIID	TFIID-dominated
YOR315W	SFG1	CR	TFIID-dominated
YDL167C	NRP1	TFIID	TFIID-dominated
YOR036W	PEP12	TFIID	SAGA-dominated
YGL231C	EMC4	TFIID	TFIID-dominated
YMR004W	MVP1	TFIID	TFIID-dominated
YGR082W	TOM20	TFIID	TFIID-dominated
YGR215W	RSM27	TFIID	TFIID-dominated
YDR177W	UBC1	TFIID	TFIID-dominated
YKL015W	PUT3	TFIID	TFIID-dominated
YEL037C	RAD23	TFIID	TFIID-dominated
YAL036C	RBG1	TFIID	TFIID-dominated
YLR195C	NMT1	TFIID	TFIID-dominated
YER164W	CHD1	TFIID	TFIID-dominated
YLR093C	NYV1	TFIID	TFIID-dominated
YLR291C	GCD7	TFIID	TFIID-dominated
YML111W	BUL2	TFIID	TFIID-dominated
YDR162C	NBP2	TFIID	TFIID-dominated
YKL100C	YPF1	TFIID	TFIID-dominated
YJL060W	BNA3	TFIID	TFIID-dominated
YLR086W	SMC4	TFIID	TFIID-dominated
YNL162W	RPL42A	TFIID	TFIID-dominated
YKR026C	GCN3	TFIID	TFIID-dominated
YAL040C	CLN3	CR	SAGA-dominated
YJL110C	GZF3	TFIID	TFIID-dominated
YOR307C	SLY41	TFIID	TFIID-dominated
YBR002C	RER2	TFIID	TFIID-dominated
YDR423C	CAD1	TFIID	TFIID-dominated
YIL116W	HIS5	CR	SAGA-dominated
YDR505C	PSP1	TFIID	TFIID-dominated
YDR477W	SNF1	TFIID	TFIID-dominated
YEL043W	YEL043W	TFIID	TFIID-dominated
YDL095W	PMT1	TFIID	TFIID-dominated
YPL085W	SEC16	TFIID	TFIID-dominated
YGL107C	RMD9	TFIID	TFIID-dominated
YLR312W-A	MRPL15	TFIID	
YNR017W	TIM23	TFIID	TFIID-dominated
YML015C	TAF11	TFIID	TFIID-dominated
YMR237W	BCH1	TFIID	TFIID-dominated
YDR388W	RVS167	TFIID	TFIID-dominated
YGR123C	PPT1	TFIID	TFIID-dominated
YNL300W	TOS6	CR	SAGA-dominated
YDR331W	GPI8	TFIID	TFIID-dominated
YKR062W	TFA2	TFIID	TFIID-dominated
YPL084W	BRO1	TFIID	TFIID-dominated
YPL183C	RTT10	TFIID	TFIID-dominated
YGL082W	YGL082W	TFIID	TFIID-dominated
YDR389W	SAC7	TFIID	TFIID-dominated
YNL188W	KAR1	TFIID	TFIID-dominated
YBR080C	SEC18	TFIID	TFIID-dominated
YIR006C	PAN1	TFIID	TFIID-dominated
YGR274C	TAF1	TFIID	TFIID-dominated
YBR187W	GDT1	TFIID	TFIID-dominated
YPL143W	RPL33A	TFIID	TFIID-dominated
YHR030C	SLT2	TFIID	SAGA-dominated
YMR077C	VPS20	TFIID	TFIID-dominated
YPR189W	SKI3	TFIID	TFIID-dominated
YMR024W	MRPL3	TFIID	TFIID-dominated
YJL044C	GYP6	TFIID	TFIID-dominated
YDL240W	LRG1	TFIID	TFIID-dominated
YML062C	MFT1	TFIID	TFIID-dominated
YLR274W	MCM5	TFIID	TFIID-dominated
YER080W	AIM9	TFIID	TFIID-dominated
YOR001W	RRP6	TFIID	TFIID-dominated
YKL126W	YPK1	TFIID	TFIID-dominated
YMR099C	YMR099C	TFIID	TFIID-dominated
YDR116C	MRPL1	TFIID	TFIID-dominated
YLR298C	YHC1	TFIID	TFIID-dominated
YBL061C	SKT5	TFIID	TFIID-dominated
YKR059W	TIF1	TFIID	TFIID-dominated
YLR332W	MID2	TFIID	TFIID-dominated
YDR398W	UTP5	TFIID	TFIID-dominated
YMR128W	ECM16	TFIID	TFIID-dominated
YGR250C	YGR250C	CR	SAGA-dominated
YOR234C	RPL33B	TFIID	TFIID-dominated
YKR089C	TGL4	TFIID	TFIID-dominated
YPR119W	CLB2	CR	TFIID-dominated
YPR004C	AIM45	TFIID	TFIID-dominated
YIL127C	RRT14	TFIID	TFIID-dominated
YLR079W	SIC1	CR	SAGA-dominated
YIR004W	DJP1	TFIID	TFIID-dominated
YOR316C	COT1	TFIID	TFIID-dominated
YPR161C	SGV1	TFIID	TFIID-dominated
YLL014W	EMC6	TFIID	TFIID-dominated
YNL256W	FOL1	TFIID	TFIID-dominated
YNL139C	THO2	TFIID	TFIID-dominated
YOR340C	RPA43	TFIID	TFIID-dominated
YNL306W	MRPS18	TFIID	TFIID-dominated
YDR313C	PIB1	TFIID	TFIID-dominated
YEL052W	AFG1	TFIID	TFIID-dominated
YOR056C	NOB1	TFIID	TFIID-dominated
YGL194C	HOS2	TFIID	TFIID-dominated
YOR101W	RAS1	TFIID	TFIID-dominated
YKR096W	ESL2	TFIID	TFIID-dominated
YKL109W	HAP4	CR	SAGA-dominated
YLR275W	SMD2	TFIID	TFIID-dominated
YGL020C	GET1	TFIID	TFIID-dominated
YML105C	SEC65	TFIID	TFIID-dominated
YOR030W	DFG16	TFIID	TFIID-dominated
YKL049C	CSE4	TFIID	TFIID-dominated
YLR412W	BER1	TFIID	TFIID-dominated
YLR301W	HRI1	TFIID	TFIID-dominated
YLR305C	STT4	TFIID	TFIID-dominated
YOR322C	LDB19	TFIID	TFIID-dominated
YMR298W	LIP1	TFIID	TFIID-dominated
YDR184C	ATC1	TFIID	TFIID-dominated
YDL037C	BSC1	CR	TFIID-dominated
YNL201C	PSY2	TFIID	TFIID-dominated
YHR107C	CDC12	TFIID	TFIID-dominated
YGR251W	NOP19	TFIID	TFIID-dominated
YDR141C	DOP1	TFIID	TFIID-dominated
YHR009C	TDA3	TFIID	TFIID-dominated
YDL060W	TSR1	TFIID	TFIID-dominated
YNL081C	SWS2	TFIID	TFIID-dominated
YCL010C	SGF29	TFIID	TFIID-dominated
YMR272C	SCS7	CR	SAGA/TFIID
YER178W	PDA1	TFIID	TFIID-dominated
YLR363C	NMD4	TFIID	TFIID-dominated
YIR018W	YAP5	TFIID	TFIID-dominated
YGL056C	SDS23	TFIID	TFIID-dominated
YNL075W	IMP4	TFIID	TFIID-dominated
YDR120C	TRM1	TFIID	SAGA/TFIID
YGL171W	ROK1	TFIID	TFIID-dominated
YDR373W	FRQ1	TFIID	TFIID-dominated
YKL211C	TRP3	TFIID	TFIID-dominated
YDL207W	GLE1	TFIID	TFIID-dominated
YLR401C	DUS3	TFIID	TFIID-dominated
