gene_id	gene_name	class	Huisinga_class
YBR161W	CSH1	TFIID	TFIID-dominated
YGR247W	CPD1	TFIID	TFIID-dominated
YOR065W	CYT1	CR	SAGA-dominated
YBR135W	CKS1	TFIID	TFIID-dominated
YDL197C	ASF2	TFIID	TFIID-dominated
YNL125C	ESBP6	TFIID	TFIID-dominated
YDR376W	ARH1	TFIID	TFIID-dominated
YBR262C	MIC12	TFIID	TFIID-dominated
YPL097W	MSY1	TFIID	TFIID-dominated
YJL181W	YJL181W	TFIID	TFIID-dominated
YOR249C	APC5	TFIID	TFIID-dominated
YHL031C	GOS1	TFIID	TFIID-dominated
YPL133C	RDS2	TFIID	TFIID-dominated
YDL123W	SNA4	CR	TFIID-dominated
YMR074C	YMR074C	CR	TFIID-dominated
YJR025C	BNA1	TFIID	SAGA/TFIID
YPL031C	PHO85	TFIID	TFIID-dominated
YLR437C	DIF1	TFIID	TFIID-dominated
YFR029W	PTR3	TFIID	TFIID-dominated
YHR120W	MSH1	TFIID	TFIID-dominated
YJR136C	TTI2	TFIID	TFIID-dominated
YLR146W-A	YLR146W-A	TFIID	
YOL141W	PPM2	TFIID	TFIID-dominated
YDL059C	RAD59	TFIID	TFIID-dominated
YLR362W	STE11	TFIID	TFIID-dominated
YIL131C	FKH1	TFIID	TFIID-dominated
YMR008C	PLB1	TFIID	TFIID-dominated
YEL044W	IES6	TFIID	TFIID-dominated
YER034W	YER034W	TFIID	TFIID-dominated
YFR025C	HIS2	TFIID	TFIID-dominated
YBR205W	KTR3	TFIID	TFIID-dominated
YNL316C	PHA2	TFIID	TFIID-dominated
YNR033W	ABZ1	TFIID	TFIID-dominated
YOR266W	PNT1	TFIID	TFIID-dominated
YIL102C-A	YIL102C-A	TFIID	
YPL236C	ENV7	TFIID	TFIID-dominated
YCR014C	POL4	TFIID	TFIID-dominated
YOR279C	RFM1	TFIID	TFIID-dominated
YGL212W	VAM7	TFIID	TFIID-dominated
YMR003W	AIM34	TFIID	TFIID-dominated
YOR034C	AKR2	TFIID	TFIID-dominated
YMR078C	CTF18	TFIID	TFIID-dominated
YOR250C	CLP1	TFIID	TFIID-dominated
YHR110W	ERP5	TFIID	TFIID-dominated
YHR060W	VMA22	TFIID	TFIID-dominated
YMR132C	JLP2	TFIID	TFIID-dominated
YFL025C	BST1	TFIID	TFIID-dominated
YNL310C	ZIM17	TFIID	TFIID-dominated
YDR541C	YDR541C	TFIID	TFIID-dominated
YLR015W	BRE2	TFIID	TFIID-dominated
YOR155C	ISN1	TFIID	TFIID-dominated
YNL146W	YNL146W	TFIID	no call
YOL137W	BSC6	TFIID	TFIID-dominated
YLR098C	CHA4	TFIID	TFIID-dominated
YMR026C	PEX12	TFIID	TFIID-dominated
YDR518W	EUG1	TFIID	TFIID-dominated
YDL149W	ATG9	TFIID	TFIID-dominated
YHR137W	ARO9	CR	SAGA-dominated
YMR113W	FOL3	TFIID	TFIID-dominated
YJR001W	AVT1	TFIID	TFIID-dominated
YLR251W	SYM1	TFIID	TFIID-dominated
YNL326C	PFA3	TFIID	TFIID-dominated
YBR269C	SDH8	TFIID	TFIID-dominated
YMR160W	YMR160W	TFIID	TFIID-dominated
YGL127C	SOH1	TFIID	TFIID-dominated
YIL049W	DFG10	TFIID	TFIID-dominated
YDR374W-A	WIP1	TFIID	
YDR104C	SPO71	TFIID	TFIID-dominated
YER071C	TDA2	TFIID	TFIID-dominated
YER173W	RAD24	TFIID	TFIID-dominated
YMR042W	ARG80	TFIID	TFIID-dominated
YKL197C	PEX1	TFIID	TFIID-dominated
YLR323C	CWC24	TFIID	TFIID-dominated
YDR261C	EXG2	TFIID	SAGA/TFIID
YOR347C	PYK2	TFIID	TFIID-dominated
YPR106W	ISR1	CR	no call
YBL060W	YEL1	TFIID	TFIID-dominated
YGL175C	SAE2	TFIID	TFIID-dominated
YNR059W	MNT4	TFIID	TFIID-dominated
YDL008W	APC11	TFIID	TFIID-dominated
YGR154C	GTO1	TFIID	TFIID-dominated
YIL139C	REV7	TFIID	TFIID-dominated
YNR008W	LRO1	TFIID	TFIID-dominated
YOR149C	SMP3	TFIID	TFIID-dominated
YHR076W	PTC7	TFIID	TFIID-dominated
YDR371W	CTS2	TFIID	TFIID-dominated
YKR077W	MSA2	CR	SAGA-dominated
YCR101C	YCR101C	TFIID	SAGA-dominated
YLR364W	GRX8	CR	TFIID-dominated
YOR163W	DDP1	TFIID	TFIID-dominated
YLR139C	SLS1	TFIID	TFIID-dominated
YOL122C	SMF1	CR	TFIID-dominated
YDR253C	MET32	TFIID	TFIID-dominated
YCR066W	RAD18	TFIID	TFIID-dominated
YJR106W	ECM27	TFIID	TFIID-dominated
YOL025W	LAG2	TFIID	TFIID-dominated
YOR129C	AFI1	TFIID	TFIID-dominated
YBR220C	YBR220C	TFIID	TFIID-dominated
YJL134W	LCB3	TFIID	TFIID-dominated
YPR051W	MAK3	TFIID	TFIID-dominated
YKL194C	MST1	TFIID	TFIID-dominated
YBL075C	SSA3	TFIID	no call
YOL065C	INP54	TFIID	TFIID-dominated
YLR177W	YLR177W	CR	TFIID-dominated
YKR037C	SPC34	TFIID	TFIID-dominated
YML005W	TRM12	TFIID	TFIID-dominated
YMR106C	YKU80	TFIID	TFIID-dominated
YGR044C	RME1	CR	SAGA-dominated
YOL138C	RTC1	TFIID	TFIID-dominated
YHR011W	DIA4	TFIID	TFIID-dominated
YJL210W	PEX2	TFIID	TFIID-dominated
YDR408C	ADE8	TFIID	TFIID-dominated
YJL121C	RPE1	TFIID	TFIID-dominated
YDR530C	APA2	TFIID	TFIID-dominated
YLR193C	UPS1	TFIID	TFIID-dominated
YDR105C	TMS1	TFIID	TFIID-dominated
YMR228W	MTF1	TFIID	TFIID-dominated
YJL083W	TAX4	TFIID	TFIID-dominated
YOL105C	WSC3	CR	TFIID-dominated
YJR067C	YAE1	TFIID	TFIID-dominated
YLR127C	APC2	TFIID	TFIID-dominated
YHR138C	YHR138C	TFIID	SAGA-dominated
YHR031C	RRM3	TFIID	TFIID-dominated
YLL058W	YLL058W	TFIID	TFIID-dominated
YAR008W	SEN34	TFIID	TFIID-dominated
YGL166W	CUP2	TFIID	TFIID-dominated
YBR271W	EFM2	TFIID	TFIID-dominated
YLL007C	YLL007C	TFIID	TFIID-dominated
YMR094W	CTF13	TFIID	TFIID-dominated
YMR176W	ECM5	TFIID	TFIID-dominated
YGR091W	PRP31	TFIID	TFIID-dominated
YPR040W	TIP41	TFIID	TFIID-dominated
YOL146W	PSF3	TFIID	TFIID-dominated
YCR083W	TRX3	TFIID	TFIID-dominated
YJR129C	EFM3	TFIID	SAGA/TFIID
YDR517W	GRH1	TFIID	TFIID-dominated
YJL147C	YJL147C	TFIID	TFIID-dominated
YPR128C	ANT1	TFIID	TFIID-dominated
YGL047W	ALG13	TFIID	TFIID-dominated
YDR362C	TFC6	TFIID	TFIID-dominated
YMR163C	INP2	TFIID	TFIID-dominated
YCR068W	ATG15	TFIID	TFIID-dominated
YDL093W	PMT5	TFIID	TFIID-dominated
YPR049C	ATG11	TFIID	TFIID-dominated
YFL044C	OTU1	TFIID	TFIID-dominated
YBR137W	YBR137W	TFIID	TFIID-dominated
YBR231C	SWC5	TFIID	TFIID-dominated
YFR046C	CNN1	TFIID	no call
YCL032W	STE50	TFIID	TFIID-dominated
YMR104C	YPK2	TFIID	SAGA-dominated
YKL168C	KKQ8	TFIID	TFIID-dominated
YLR242C	ARV1	TFIID	TFIID-dominated
YBR228W	SLX1	TFIID	TFIID-dominated
YLR119W	SRN2	TFIID	TFIID-dominated
YLR103C	CDC45	TFIID	TFIID-dominated
YDL089W	NUR1	TFIID	TFIID-dominated
YOL008W	COQ10	TFIID	TFIID-dominated
YNR045W	PET494	TFIID	TFIID-dominated
YER078C	ICP55	TFIID	TFIID-dominated
YMR165C	PAH1	TFIID	TFIID-dominated
YOR038C	HIR2	TFIID	TFIID-dominated
YEL029C	BUD16	TFIID	TFIID-dominated
YER184C	TOG1	TFIID	TFIID-dominated
YHR002W	LEU5	TFIID	TFIID-dominated
YNL047C	SLM2	TFIID	TFIID-dominated
YJL070C	YJL070C	TFIID	TFIID-dominated
YNL040W	YNL040W	TFIID	SAGA/TFIID
YCR047C	BUD23	TFIID	TFIID-dominated
YER144C	UBP5	TFIID	TFIID-dominated
YKL017C	HCS1	TFIID	TFIID-dominated
YDL080C	THI3	TFIID	TFIID-dominated
YPL119C-A	YPL119C-A	TFIID	
YDR369C	XRS2	TFIID	TFIID-dominated
YPR152C	URN1	TFIID	TFIID-dominated
YBR176W	ECM31	TFIID	TFIID-dominated
YOR381W	FRE3	TFIID	TFIID-dominated
YEL011W	GLC3	CR	SAGA-dominated
YHL014C	YLF2	TFIID	TFIID-dominated
YBR168W	PEX32	TFIID	TFIID-dominated
YNR065C	YNR065C	TFIID	TFIID-dominated
YHR091C	MSR1	TFIID	TFIID-dominated
YJL016W	YJL016W	CR	SAGA-dominated
YIR014W	YIR014W	TFIID	TFIID-dominated
YBR233W	PBP2	TFIID	TFIID-dominated
YBL106C	SRO77	CR	TFIID-dominated
YDR511W	SDH7	TFIID	TFIID-dominated
YDR409W	SIZ1	TFIID	TFIID-dominated
YDR459C	PFA5	TFIID	TFIID-dominated
YGR023W	MTL1	TFIID	TFIID-dominated
YGR205W	TDA10	TFIID	TFIID-dominated
YER183C	FAU1	TFIID	TFIID-dominated
YKR058W	GLG1	TFIID	SAGA-dominated
YGR212W	SLI1	TFIID	TFIID-dominated
YBR274W	CHK1	TFIID	TFIID-dominated
YIR034C	LYS1	TFIID	SAGA-dominated
YIL061C	SNP1	TFIID	TFIID-dominated
YOR236W	DFR1	TFIID	TFIID-dominated
YJR017C	ESS1	TFIID	TFIID-dominated
YHR150W	PEX28	TFIID	TFIID-dominated
YLR233C	EST1	TFIID	TFIID-dominated
YPL068C	YPL068C	TFIID	TFIID-dominated
YPL111W	CAR1	CR	SAGA-dominated
YMR020W	FMS1	TFIID	TFIID-dominated
YLR135W	SLX4	TFIID	TFIID-dominated
YMR147W	YMR147W	TFIID	TFIID-dominated
YGR019W	UGA1	TFIID	TFIID-dominated
YOR296W	YOR296W	TFIID	TFIID-dominated
YMR180C	CTL1	CR	TFIID-dominated
YNL242W	ATG2	TFIID	TFIID-dominated
YIR038C	GTT1	TFIID	SAGA-dominated
YBR222C	PCS60	TFIID	TFIID-dominated
YPL109C	YPL109C	TFIID	no call
YJL051W	IRC8	TFIID	TFIID-dominated
YGR197C	SNG1	CR	SAGA-dominated
YPL096C-A	ERI1	TFIID	
YJR013W	GPI14	TFIID	TFIID-dominated
YPL152W	RRD2	TFIID	TFIID-dominated
YFL027C	GYP8	TFIID	TFIID-dominated
YKL218C	SRY1	TFIID	SAGA-dominated
YDR160W	SSY1	TFIID	TFIID-dominated
YOR111W	YOR111W	TFIID	TFIID-dominated
YEL068C	YEL068C	TFIID	TFIID-dominated
YCR018C	SRD1	CR	no call
YPL208W	RKM1	TFIID	TFIID-dominated
YCL057C-A	MIC10	TFIID	
YMR252C	YMR252C	TFIID	TFIID-dominated
YJR021C	REC107	TFIID	no call
YDR179W-A	YDR179W-A	TFIID	TFIID-dominated
YOR368W	RAD17	TFIID	TFIID-dominated
YBR024W	SCO2	TFIID	TFIID-dominated
YER041W	YEN1	TFIID	TFIID-dominated
YNL053W	MSG5	TFIID	TFIID-dominated
YIR021W	MRS1	TFIID	TFIID-dominated
YGR112W	SHY1	TFIID	TFIID-dominated
YLR072W	YLR072W	TFIID	TFIID-dominated
YOR251C	TUM1	TFIID	TFIID-dominated
YDL233W	MFG1	TFIID	TFIID-dominated
YNL058C	YNL058C	CR	TFIID-dominated
YLR102C	APC9	TFIID	TFIID-dominated
YIL003W	CFD1	TFIID	TFIID-dominated
YJL100W	LSB6	TFIID	TFIID-dominated
YIL010W	DOT5	TFIID	TFIID-dominated
YPL072W	UBP16	TFIID	TFIID-dominated
YJL184W	GON7	TFIID	TFIID-dominated
YAL034W-A	MTW1	TFIID	TFIID-dominated
YGL136C	MRM2	TFIID	TFIID-dominated
YLR055C	SPT8	TFIID	TFIID-dominated
YHL021C	AIM17	TFIID	TFIID-dominated
YDR222W	YDR222W	CR	SAGA-dominated
YLR352W	YLR352W	TFIID	TFIID-dominated
YHR109W	CTM1	TFIID	TFIID-dominated
YMR284W	YKU70	TFIID	TFIID-dominated
YNR020C	ATP23	TFIID	TFIID-dominated
YMR209C	YMR209C	TFIID	TFIID-dominated
YLR078C	BOS1	TFIID	TFIID-dominated
YBR107C	IML3	TFIID	TFIID-dominated
YLR239C	LIP2	TFIID	TFIID-dominated
YDL174C	DLD1	TFIID	SAGA-dominated
YML020W	YML020W	TFIID	TFIID-dominated
YIR031C	DAL7	TFIID	TFIID-dominated
YGR015C	YGR015C	TFIID	TFIID-dominated
YPR009W	SUT2	TFIID	TFIID-dominated
YPR147C	YPR147C	TFIID	TFIID-dominated
YDR375C	BCS1	TFIID	TFIID-dominated
YGR049W	SCM4	TFIID	SAGA/TFIID
YDR428C	BNA7	TFIID	TFIID-dominated
YOR386W	PHR1	TFIID	TFIID-dominated
YPR011C	YPR011C	TFIID	TFIID-dominated
YPR010C-A	YPR010C-A	TFIID	
YPL099C	INA17	TFIID	TFIID-dominated
YBR016W	YBR016W	TFIID	TFIID-dominated
YBR070C	ALG14	TFIID	TFIID-dominated
YGL240W	DOC1	TFIID	TFIID-dominated
YOR238W	YOR238W	TFIID	TFIID-dominated
YCL044C	MGR1	TFIID	TFIID-dominated
YDR183W	PLP1	TFIID	TFIID-dominated
YGR168C	YGR168C	TFIID	TFIID-dominated
YHR072W	ERG7	TFIID	TFIID-dominated
YPL018W	CTF19	TFIID	TFIID-dominated
YMR224C	MRE11	TFIID	TFIID-dominated
YGR194C	XKS1	TFIID	TFIID-dominated
YHR166C	CDC23	TFIID	TFIID-dominated
YNL187W	SWT21	TFIID	TFIID-dominated
YMR274C	RCE1	TFIID	TFIID-dominated
YEL005C	VAB2	TFIID	TFIID-dominated
YGR068C	ART5	TFIID	TFIID-dominated
YBR255C-A	YBR255C-A	TFIID	
YPR058W	YMC1	TFIID	TFIID-dominated
YDR236C	FMN1	TFIID	TFIID-dominated
YPL040C	ISM1	TFIID	TFIID-dominated
YKR095W-A	PCC1	TFIID	
YDR391C	YDR391C	TFIID	TFIID-dominated
YDL216C	RRI1	TFIID	TFIID-dominated
YNL223W	ATG4	TFIID	TFIID-dominated
YLR316C	TAD3	TFIID	TFIID-dominated
YOL147C	PEX11	TFIID	TFIID-dominated
YHR067W	HTD2	TFIID	TFIID-dominated
YBR278W	DPB3	TFIID	TFIID-dominated
YAL022C	FUN26	TFIID	TFIID-dominated
YMR251W	GTO3	CR	TFIID-dominated
YAL009W	SPO7	TFIID	TFIID-dominated
YOR258W	HNT3	TFIID	TFIID-dominated
YER061C	CEM1	TFIID	TFIID-dominated
YDR107C	TMN2	TFIID	TFIID-dominated
YDL033C	SLM3	TFIID	TFIID-dominated
YDR239C	YDR239C	TFIID	TFIID-dominated
YJR048W	CYC1	CR	TFIID-dominated
YGR004W	PEX31	TFIID	TFIID-dominated
YFL017W-A	SMX2	TFIID	
YMR158C-A	YMR158C-A	TFIID	
YDL183C	YDL183C	CR	TFIID-dominated
YOL096C	COQ3	TFIID	TFIID-dominated
YLR173W	YLR173W	TFIID	TFIID-dominated
YDR131C	YDR131C	TFIID	TFIID-dominated
YLR147C	SMD3	TFIID	TFIID-dominated
YKL011C	CCE1	TFIID	TFIID-dominated
YLR404W	FLD1	TFIID	TFIID-dominated
YBL089W	AVT5	TFIID	TFIID-dominated
YIL023C	YKE4	TFIID	TFIID-dominated
YPL110C	GDE1	TFIID	TFIID-dominated
YDR386W	MUS81	TFIID	TFIID-dominated
YBR223C	TDP1	TFIID	TFIID-dominated
YMR137C	PSO2	TFIID	TFIID-dominated
YEL019C	MMS21	TFIID	TFIID-dominated
YBL080C	PET112	TFIID	TFIID-dominated
YBR022W	POA1	TFIID	TFIID-dominated
YLR118C	YLR118C	TFIID	TFIID-dominated
YML060W	OGG1	TFIID	TFIID-dominated
YOR185C	GSP2	TFIID	TFIID-dominated
YDL107W	MSS2	TFIID	SAGA-dominated
YBL091C-A	SCS22	TFIID	
YAL047C	SPC72	TFIID	TFIID-dominated
YNL304W	YPT11	TFIID	TFIID-dominated
YNL185C	MRPL19	TFIID	TFIID-dominated
YDR059C	UBC5	TFIID	TFIID-dominated
YIL111W	COX5B	CR	TFIID-dominated
YGL185C	YGL185C	TFIID	TFIID-dominated
YGR171C	MSM1	TFIID	TFIID-dominated
YOR125C	CAT5	TFIID	TFIID-dominated
YHR129C	ARP1	TFIID	TFIID-dominated
YKL078W	DHR2	TFIID	TFIID-dominated
YOR229W	WTM2	TFIID	TFIID-dominated
YDL087C	LUC7	TFIID	TFIID-dominated
YJR074W	MOG1	TFIID	TFIID-dominated
YJR142W	YJR142W	TFIID	TFIID-dominated
YHR036W	BRL1	TFIID	TFIID-dominated
YDR435C	PPM1	TFIID	SAGA-dominated
YPL167C	REV3	TFIID	TFIID-dominated
YGR141W	VPS62	TFIID	TFIID-dominated
YAL027W	SAW1	TFIID	TFIID-dominated
YLR146C	SPE4	TFIID	TFIID-dominated
YAL048C	GEM1	TFIID	TFIID-dominated
YDL200C	MGT1	TFIID	TFIID-dominated
YER154W	OXA1	TFIID	TFIID-dominated
YAR019C	CDC15	TFIID	TFIID-dominated
YLR431C	ATG23	TFIID	TFIID-dominated
YDR179C	CSN9	TFIID	TFIID-dominated
YBL008W	HIR1	TFIID	TFIID-dominated
YDR332W	IRC3	TFIID	TFIID-dominated
YHR182W	YHR182W	TFIID	TFIID-dominated
YLR154C	RNH203	TFIID	TFIID-dominated
YDR195W	REF2	CR	TFIID-dominated
YGR075C	PRP38	TFIID	TFIID-dominated
YER115C	SPR6	TFIID	TFIID-dominated
YDR323C	PEP7	TFIID	TFIID-dominated
YGL144C	ROG1	TFIID	TFIID-dominated
YDR539W	FDC1	TFIID	SAGA/TFIID
YLR313C	SPH1	TFIID	TFIID-dominated
YKL019W	RAM2	TFIID	TFIID-dominated
YBR098W	MMS4	TFIID	TFIID-dominated
YCR075W-A	YCR075W-A	TFIID	
YJR135C	MCM22	TFIID	TFIID-dominated
YGR295C	COS6	CR	TFIID-dominated
YLR394W	CST9	TFIID	TFIID-dominated
YNL193W	YNL193W	TFIID	TFIID-dominated
YOL003C	PFA4	TFIID	TFIID-dominated
YDL017W	CDC7	TFIID	TFIID-dominated
YBR230C	OM14	CR	TFIID-dominated
YML021C	UNG1	TFIID	TFIID-dominated
YGL254W	FZF1	TFIID	TFIID-dominated
YBR005W	RCR1	TFIID	SAGA-dominated
YPL144W	POC4	TFIID	TFIID-dominated
YGR156W	PTI1	CR	TFIID-dominated
YER087W	AIM10	TFIID	TFIID-dominated
YIR025W	MND2	TFIID	TFIID-dominated
YKL055C	OAR1	TFIID	TFIID-dominated
YGL124C	MON1	TFIID	TFIID-dominated
YKL084W	HOT13	CR	SAGA/TFIID
YLR457C	NBP1	TFIID	TFIID-dominated
YMR055C	BUB2	TFIID	TFIID-dominated
YOR223W	DSC3	TFIID	TFIID-dominated
YBR293W	VBA2	TFIID	TFIID-dominated
YLR381W	CTF3	TFIID	TFIID-dominated
YLR014C	PPR1	TFIID	TFIID-dominated
YDR315C	IPK1	TFIID	TFIID-dominated
YDR381C-A	YDR381C-A	TFIID	
YBR114W	RAD16	TFIID	TFIID-dominated
YKL183W	LOT5	TFIID	TFIID-dominated
YOL048C	RRT8	TFIID	TFIID-dominated
YHR043C	DOG2	TFIID	TFIID-dominated
YKR070W	YKR070W	TFIID	TFIID-dominated
YCR073C	SSK22	TFIID	TFIID-dominated
YPL005W	AEP3	TFIID	TFIID-dominated
YDL204W	RTN2	CR	SAGA-dominated
YCL005W	LDB16	TFIID	TFIID-dominated
YPL014W	YPL014W	CR	SAGA-dominated
YPR031W	NTO1	TFIID	no call
YCR099C	YCR099C	TFIID	SAGA-dominated
YNL234W	YNL234W	TFIID	TFIID-dominated
YDR249C	YDR249C	TFIID	TFIID-dominated
YLR271W	YLR271W	TFIID	TFIID-dominated
YER104W	RTT105	TFIID	TFIID-dominated
YEL004W	YEA4	TFIID	TFIID-dominated
YHR112C	YHR112C	TFIID	TFIID-dominated
YBR261C	TAE1	TFIID	TFIID-dominated
YLR453C	RIF2	TFIID	TFIID-dominated
YFL042C	YFL042C	TFIID	TFIID-dominated
YLR423C	ATG17	TFIID	TFIID-dominated
YGL087C	MMS2	TFIID	TFIID-dominated
YKL018C-A	YKL018C-A	TFIID	
YDL090C	RAM1	TFIID	TFIID-dominated
YKR080W	MTD1	TFIID	SAGA-dominated
YIL020C	HIS6	TFIID	TFIID-dominated
YDR260C	SWM1	TFIID	TFIID-dominated
YDL054C	MCH1	TFIID	TFIID-dominated
YGL229C	SAP4	TFIID	TFIID-dominated
YFR045W	YFR045W	TFIID	TFIID-dominated
YGL075C	MPS2	TFIID	TFIID-dominated
YPL006W	NCR1	TFIID	no call
YMR253C	YMR253C	TFIID	TFIID-dominated
YFL017C	GNA1	TFIID	TFIID-dominated
YJR124C	YJR124C	TFIID	TFIID-dominated
YOR306C	MCH5	CR	TFIID-dominated
YNL095C	YNL095C	TFIID	TFIID-dominated
YOL044W	PEX15	TFIID	TFIID-dominated
YER174C	GRX4	TFIID	TFIID-dominated
YGL018C	JAC1	TFIID	TFIID-dominated
YEL038W	UTR4	TFIID	TFIID-dominated
YNL020C	ARK1	TFIID	TFIID-dominated
YER182W	FMP10	TFIID	TFIID-dominated
YNR048W	YNR048W	TFIID	TFIID-dominated
YCL039W	GID7	TFIID	no call
YCL012C	YCL012C	TFIID	
YCL027W	FUS1	CR	SAGA-dominated
YDR419W	RAD30	TFIID	TFIID-dominated
YNL042W	BOP3	TFIID	TFIID-dominated
YNL275W	BOR1	TFIID	TFIID-dominated
YMR121C	RPL15B	TFIID	TFIID-dominated
YKL091C	YKL091C	TFIID	SAGA-dominated
YGL247W	BRR6	TFIID	TFIID-dominated
YOR066W	MSA1	TFIID	TFIID-dominated
YKL062W	MSN4	TFIID	SAGA/TFIID
YAL034C	FUN19	TFIID	no call
YLR007W	NSE1	TFIID	TFIID-dominated
YLR035C	MLH2	TFIID	TFIID-dominated
YCL016C	DCC1	TFIID	TFIID-dominated
YDL086W	YDL086W	TFIID	TFIID-dominated
YCL024W	KCC4	TFIID	TFIID-dominated
YKL215C	OXP1	TFIID	TFIID-dominated
YMR250W	GAD1	CR	SAGA-dominated
YGL226W	MTC3	TFIID	TFIID-dominated
YML036W	CGI121	TFIID	TFIID-dominated
YPR061C	JID1	TFIID	TFIID-dominated
YDL104C	QRI7	TFIID	TFIID-dominated
YJL079C	PRY1	CR	SAGA-dominated
YJL078C	PRY3	CR	SAGA-dominated
YDL142C	CRD1	TFIID	TFIID-dominated
YMR063W	RIM9	TFIID	TFIID-dominated
YGR206W	MVB12	TFIID	TFIID-dominated
YBR093C	PHO5	TFIID	SAGA/TFIID
YNL218W	MGS1	TFIID	TFIID-dominated
YLR315W	NKP2	TFIID	TFIID-dominated
YIL042C	PKP1	TFIID	TFIID-dominated
YFR055W	IRC7	TFIID	SAGA-dominated
YDR411C	DFM1	TFIID	TFIID-dominated
YKR045C	YKR045C	TFIID	TFIID-dominated
YPR079W	MRL1	TFIID	TFIID-dominated
YNR027W	BUD17	TFIID	TFIID-dominated
YLR205C	HMX1	TFIID	TFIID-dominated
YGR070W	ROM1	TFIID	TFIID-dominated
YPL103C	FMP30	TFIID	TFIID-dominated
YDR406W	PDR15	CR	TFIID-dominated
YDR367W	KEI1	TFIID	TFIID-dominated
YOR104W	PIN2	TFIID	TFIID-dominated
YBL069W	AST1	TFIID	SAGA-dominated
YJR102C	VPS25	TFIID	TFIID-dominated
YPR124W	CTR1	TFIID	TFIID-dominated
YJR094C	IME1	TFIID	TFIID-dominated
YDR424C	DYN2	TFIID	TFIID-dominated
YNL320W	YNL320W	TFIID	TFIID-dominated
YOR034C-A	YOR034C-A	CR	
YGL085W	LCL3	TFIID	TFIID-dominated
YIL029C	YIL029C	TFIID	TFIID-dominated
YIL146C	ATG32	CR	TFIID-dominated
YDR336W	YDR336W	TFIID	TFIID-dominated
YPR081C	GRS2	TFIID	TFIID-dominated
YDR079C-A	TFB5	TFIID	
YAL044C	GCV3	TFIID	SAGA-dominated
YOR356W	CIR2	TFIID	SAGA/TFIID
YPL124W	SPC29	TFIID	TFIID-dominated
YIL122W	POG1	TFIID	TFIID-dominated
YDR286C	YDR286C	TFIID	TFIID-dominated
YPR068C	HOS1	TFIID	TFIID-dominated
YJL023C	PET130	TFIID	TFIID-dominated
YLR246W	ERF2	TFIID	TFIID-dominated
YHR159W	TDA11	TFIID	TFIID-dominated
YKR098C	UBP11	TFIID	TFIID-dominated
YFL050C	ALR2	TFIID	TFIID-dominated
YJL025W	RRN7	TFIID	TFIID-dominated
YLR021W	IRC25	TFIID	TFIID-dominated
YIL067C	YIL067C	TFIID	TFIID-dominated
YPL060W	MFM1	TFIID	TFIID-dominated
YOR181W	LAS17	TFIID	SAGA-dominated
YDR305C	HNT2	TFIID	TFIID-dominated
YER033C	ZRG8	TFIID	TFIID-dominated
YGR050C	YGR050C	TFIID	TFIID-dominated
YKR101W	SIR1	TFIID	TFIID-dominated
YDR234W	LYS4	TFIID	TFIID-dominated
YPL077C	YPL077C	TFIID	TFIID-dominated
YEL064C	AVT2	TFIID	TFIID-dominated
YMR048W	CSM3	TFIID	TFIID-dominated
YML102W	CAC2	TFIID	TFIID-dominated
YDL211C	YDL211C	TFIID	TFIID-dominated
YDL220C	CDC13	TFIID	TFIID-dominated
YPL164C	MLH3	TFIID	TFIID-dominated
YDR192C	NUP42	TFIID	TFIID-dominated
YCR089W	FIG2	TFIID	SAGA-dominated
YDR387C	YDR387C	TFIID	TFIID-dominated
YOL104C	NDJ1	CR	SAGA/TFIID
YOR358W	HAP5	TFIID	TFIID-dominated
YDL239C	ADY3	TFIID	TFIID-dominated
YOL095C	HMI1	TFIID	TFIID-dominated
YDR437W	GPI19	TFIID	TFIID-dominated
YER039C-A	YER039C-A	TFIID	
YBR062C	YBR062C	TFIID	TFIID-dominated
YER170W	ADK2	TFIID	TFIID-dominated
YHR168W	MTG2	TFIID	TFIID-dominated
YGR126W	YGR126W	TFIID	TFIID-dominated
YBR175W	SWD3	TFIID	TFIID-dominated
YGL243W	TAD1	TFIID	TFIID-dominated
YLR152C	YLR152C	TFIID	TFIID-dominated
YLR267W	BOP2	CR	TFIID-dominated
YDL138W	RGT2	TFIID	TFIID-dominated
YFR043C	IRC6	TFIID	TFIID-dominated
YKL148C	SDH1	TFIID	TFIID-dominated
YIL004C	BET1	TFIID	TFIID-dominated
YCR051W	YCR051W	TFIID	TFIID-dominated
YLR201C	COQ9	TFIID	TFIID-dominated
YER024W	YAT2	TFIID	SAGA-dominated
YKL098W	MTC2	TFIID	TFIID-dominated
YDR118W	APC4	TFIID	TFIID-dominated
YDR044W	HEM13	TFIID	TFIID-dominated
YKL121W	DGR2	TFIID	TFIID-dominated
YJR096W	YJR096W	TFIID	SAGA-dominated
YLR289W	GUF1	TFIID	TFIID-dominated
YPL194W	DDC1	TFIID	TFIID-dominated
YML079W	YML079W	TFIID	TFIID-dominated
YCR075C	ERS1	TFIID	TFIID-dominated
YPR182W	SMX3	TFIID	TFIID-dominated
YOL159C	YOL159C	TFIID	TFIID-dominated
YHR116W	COX23	TFIID	TFIID-dominated
YNR040W	YNR040W	TFIID	no call
YDR490C	PKH1	TFIID	TFIID-dominated
YDL108W	KIN28	TFIID	TFIID-dominated
YOL053W	AIM39	TFIID	TFIID-dominated
YPR093C	ASR1	TFIID	TFIID-dominated
YGR062C	COX18	TFIID	TFIID-dominated
